signature,n,elements
alov,2,olav|oval
aaelmnu,2,manuela|alumnae
kooty,2,tokyo|kyoto
eehoorsvw,2,howsoever|whosoever
aenorst,2,senator|treason
ginoprstu,2,sprouting|posturing
aceerrst,3,terraces|caterers|retraces
iiksw,2,wikis|kiwis
abdelrw,2,warbled|brawled
eisstx,2,exists|sexist
efilrs,3,fliers|rifles|lifers
alnost,3,talons|salton|alston
deeefmnrt,2,deferment|fermented
aceilmnsu,2,calumnies|masculine
hoop,2,hoop|pooh
cdeenst,2,scented|descent
aclopsu,2,cupolas|copulas
acgikln,2,calking|lacking
cdeoprru,2,procured|producer
abenry,2,barney|nearby
ceikpst,2,skeptic|pickets
bcehrstu,2,schubert|butchers
degilnu,3,dueling|indulge|eluding
ahpst,2,staph|paths
eginrs,5,singer|reigns|ingres|resign|signer
deiorst,4,editors|steroid|sortied|storied
bdeortu,3,obtrude|doubter|redoubt
ackss,2,sacks|casks
aprss,2,spars|rasps
ceeimmorrst,2,micrometres|micrometers
eelrsstw,2,swelters|wrestles
deentt,2,netted|tented
adehioprt,2,atrophied|aphrodite
aginoprrt,2,parroting|prorating
adennoy,2,annoyed|anodyne
cginost,2,costing|gnostic
bdegglo,2,blogged|boggled
cdeeer,2,recede|decree
abegls,2,bagels|gables
aeilms,3,melisa|emails|ismael
deert,2,deter|treed
adnr,2,darn|rand
egginorr,2,rogering|reorging
deimn,2,mined|denim
psu,3,sup|pus|ups
giilnps,2,lisping|pilings
agls,3,gals|slag|lags
anpsw,2,spawn|pawns
alpsy,3,palsy|splay|plays
eegiinnnrtv,2,reinventing|intervening
aeinnrsty,2,tyrannies|tyrannise
acegny,2,agency|cagney
acdeilst,2,dialects|citadels
dgino,2,doing|dingo
aeknss,2,sneaks|snakes
ahirst,2,ishtar|trisha
addeinr,2,dandier|drained
amnorst,2,transom|matrons
aprsst,2,straps|sprats
dehimnos,2,hedonism|sondheim
eginoprs,2,spongier|reposing
ahorstu,2,authors|suharto
aelssv,2,salves|slaves
egos,2,goes|egos
bbgiinr,2,ribbing|bribing
elorw,2,rowel|lower
orty,3,tory|tyro|troy
dilly,2,dilly|idyll
nosw,3,sown|snow|owns
agiilnn,2,nailing|alining
bdeeils,2,delibes|edibles
belos,2,lobes|boles
eepru,2,puree|rupee
aeelprs,2,relapse|repeals
deersv,2,served|versed
aceginrrt,3,terracing|cratering|retracing
aeqrsttu,2,quartets|squatter
adeiprst,2,traipsed|rapidest
ceirsu,2,curies|cruise
ceru,2,cure|ecru
dehors,4,horsed|hordes|shored|rhodes
deilstu,2,dilutes|duelist
acfiinnort,2,infarction|infraction
ademno,2,daemon|moaned
ceeimmorrt,2,micrometre|micrometer
abeirtt,3,battier|biretta|terabit
alno,2,nola|loan
aacflrst,2,flatcars|fractals
anruwy,2,runway|unwary
alorv,2,valor|orval
aceelnrs,2,cleanser|cleaners
deiins,2,indies|inside
aceorrt,2,creator|reactor
aegims,2,ageism|images
aeilrss,3,serials|israels|airless
inoopt,2,potion|option
afgimnr,2,farming|framing
denoops,2,snooped|spooned
deistu,2,suited|duties
abdors,2,boards|broads
ceelorst,2,selector|electors
acnoor,2,racoon|corona
adeegrw,2,wagered|ragweed
acellr,3,cellar|caller|recall
agillnsy,2,signally|sallying
aegilnsst,2,tasseling|slangiest
bcdeku,2,bucked|dubcek
estw,3,wets|west|stew
ceitv,2,evict|civet
aciillnoosst,2,colonialists|oscillations
adestt,2,tasted|stated
aemssu,2,amuses|assume
deeirssu,2,reissued|residues
gtu,2,tug|gut
aegs,3,sage|ages|sega
acgillnor,2,collaring|carolling
cenos,2,scone|cones
lmpu,2,plum|lump
aginnttu,2,taunting|attuning
aenrv,2,verna|raven
histw,2,whits|whist
first,2,rifts|first
gimnsu,2,musing|mingus
achnor,2,charon|anchor
adeginos,2,diagnose|agonised
hnorst,2,thorns|norths
cinosst,2,tocsins|consist
aeilnr,2,arline|linear
bbbdelo,2,bobbled|blobbed
ailmrstu,2,altruism|muralist
eirssttu,2,trusties|rustiest
eotv,2,veto|vote
adiv,2,avid|diva
ginnot,2,toning|noting
aepsv,2,vapes|paves
eflst,2,lefts|felts
imr,2,mir|rim
aabmnt,2,bantam|batman
beelr,2,rebel|berle
aalm,2,lama|alma
aeilrty,2,reality|irately
agilnpsy,2,splaying|palsying
es,2,es|se
aeeegnrt,2,generate|teenager
imst,2,smit|mist
achmr,2,march|charm
iikw,2,wiki|kiwi
egilnorw,2,roweling|lowering
denru,2,under|nuder
adeemnrst,2,tradesmen|smartened
abinry,2,binary|brainy
aellorv,2,allover|overall
aeirss,2,arises|raises
einv,2,vine|vein
ahlot,2,altho|loath
degilrs,2,gliders|girdles
aeinrt,2,retain|retina
deiistt,2,ditties|tidiest
gisw,2,swig|wigs
hiirst,2,irtish|tishri
ims,2,sim|ism
npsu,2,spun|puns
acdemp,2,camped|decamp
rssttu,2,struts|trusts
cilry,2,lyric|cyril
aeilns,3,aliens|alines|saline
cefhit,2,fichte|fetich
aehlmt,2,thelma|hamlet
aclrsw,2,scrawl|crawls
abeltt,2,tablet|battle
bdelloor,2,bordello|doorbell
eopssu,2,opuses|spouse
elory,2,elroy|leroy
aginstt,2,stating|tasting
abr,2,bra|bar
bbdeir,2,ribbed|bribed
eorss,2,roses|sores
beffginru,2,buffering|rebuffing
eeinprsstt,2,persistent|prettiness
acitt,2,attic|tacit
acdegr,2,graced|cadger
enot,3,eton|note|tone
deops,2,posed|dopes
deeimnost,2,monetised|moistened
abdor,2,board|broad
aelnpst,2,platens|planets
ceiklrst,2,stickler|trickles
ddegilr,2,girdled|griddle
agilmn,2,laming|malign
eilort,2,toiler|loiter
ailnpt,2,pliant|plaint
adenru,2,unread|neruda
ddeefii,2,deified|edified
agry,2,gary|gray
flnoopssu,2,spoonfuls|spoonsful
ceiinnopst,2,inspection|inceptions
ciprs,2,crisp|scrip
dginnosu,2,sounding|undoings
ennot,2,tonne|tenon
aemnrst,2,smarten|martens
dent,2,dent|tend
acelst,2,castle|cleats
mu,2,mu|um
bhort,2,broth|throb
ceenrt,3,center|centre|recent
elrsy,2,slyer|lyres
aeiiilmrst,2,militaries|militarise
adeehilprs,2,dealership|leadership
aaenpsst,2,anapests|peasants
loos,2,solo|oslo
eellprss,2,spellers|respells
ddegilnu,2,indulged|deluding
cdeinrss,2,discerns|rescinds
aeinorsst,2,assertion|notarises
bbelru,3,burble|lubber|rubble
arsty,4,artsy|trays|stray|satyr
epstu,2,upset|setup
abdirs,2,braids|disbar
aginpv,2,vaping|paving
bdeilrsu,2,builders|rebuilds
aeeilrst,2,ateliers|earliest
ghinst,2,nights|things
aceelnsv,2,valences|enclaves
agilns,2,aligns|signal
loot,2,loot|tool
aeinrst,3,retinas|nastier|retains
acelosv,2,coevals|alcoves
ddegil,2,gilded|glided
cdru,2,crud|curd
aderstw,2,steward|strawed
aennstt,2,tenants|tannest
adlnor,3,roland|arnold|ronald
ehinors,2,heroins|inshore
eimprs,2,simper|primes
dot,2,dot|tod
bbcelor,2,clobber|cobbler
aginsss,2,assigns|sassing
krtu,2,turk|kurt
abdelr,2,blared|balder
aaceinrst,3,ascertain|sectarian|cartesian
aegnrrs,2,rangers|garners
aegort,3,tagore|garote|ortega
aeiprr,2,repair|rapier
abginu,2,bangui|ubangi
belstu,4,bustle|bluest|sublet|subtle
ikln,2,link|kiln
adelms,2,damsel|medals
amnors,3,manors|romans|ransom
emrstu,2,muster|sumter
enort,2,toner|tenor
acdels,2,scaled|decals
behirrt,2,birther|rebirth
ceeprs,2,creeps|crepes
adgilnr,2,darling|larding
abcs,2,cabs|scab
eilrvy,2,livery|verily
cdeehipr,2,decipher|ciphered
einorssu,2,resinous|neurosis
acsst,2,casts|scats
aklr,2,karl|lark
aceimnr,2,crimean|carmine
aceeilmsst,2,clematises|timescales
eiinors,3,ironies|noisier|ioniser
dioprst,2,disport|tripods
aefst,3,feats|feast|fates
egiors,2,orgies|sergio
eegrs,2,segre|serge
abekrs,3,breaks|bakers|brakes
acggilnn,2,clanging|glancing
acdehnstu,2,staunched|unscathed
eoprrt,2,report|porter
adilv,3,advil|vidal|valid
deinstt,2,stinted|dentist
agiinprs,2,praising|aspiring
isttw,2,twist|twits
aehils,3,shelia|elisha|sheila
aestw,2,waste|sweat
pu,2,pu|up
celmnos,2,clemons|clemson
aciillnoost,2,oscillation|colonialist
akln,2,lank|klan
ainsstu,2,sustain|austins
gory,3,orgy|gyro|gory
bnosu,2,bonus|bosun
abdeess,2,debases|seabeds
aclry,2,lycra|carly
adeelprs,2,relapsed|pleaders
aehknrs,2,harkens|hankers
glpsu,2,gulps|plugs
eelst,2,steel|sleet
abbdels,2,slabbed|dabbles
acehp,2,cheap|peach
anoprs,2,parson|aprons
aprsttu,2,upstart|startup
aceinost,2,canoeist|aconites
eilrt,2,liter|litre
dein,2,dine|enid
acdeinoorst,2,decorations|coordinates
aeelssstt,2,tasteless|stateless
aeorsu,2,arouse|roseau
cimnors,2,crimson|microns
egilstu,2,gluiest|ugliest
cehins,2,inches|niches
acdekr,2,racked|arcked
beirst,2,bestir|tribes
aeipsst,2,pasties|patsies
aalru,2,laura|aural
aklst,2,talks|stalk
cikst,2,stick|ticks
aaegtwy,2,gateway|getaway
abdersu,2,earbuds|daubers
ahmnsu,2,humans|hamsun
abkl,2,balk|kalb
dfgilnnou,2,unfolding|foundling
acort,2,croat|actor
bdestu,2,busted|debuts
aeiln,2,aline|alien
deipr,2,pride|pried
efghirt,2,freight|fighter
adeiirsst,2,satirised|aristides
aeginrt,4,granite|tearing|tangier|ingrate
aceinrst,2,scantier|canister
adeiinoprtt,2,trepidation|partitioned
ahsy,2,hays|ashy
aegilmnr,2,malinger|germinal
deimmsu,2,dummies|mediums
benoy,2,ebony|boney
aeefmnors,2,forenames|freemason
ciprss,2,scrips|crisps
aegnrr,2,ranger|garner
aeehrt,2,reheat|heater
adez,2,adze|daze
adegm,2,madge|gamed
acdeg,2,caged|cadge
adeforrtw,2,waterford|afterword
adeehknr,2,hankered|harkened
bddeeit,2,debited|betided
eoqtu,2,toque|quote
aelw,2,weal|wale
ailru,2,luria|lauri
addlnoow,2,download|woodland
eginrsv,2,serving|versing
eefgiln,2,fleeing|feeling
eeiillmmrst,2,millimeters|millimetres
acegir,2,cagier|gracie
acdehrs,2,schedar|crashed
aknrs,2,ranks|narks
eerv,2,ever|veer
deost,2,odets|dotes
hmsu,2,hums|mush
aaceinrsst,2,ascertains|sectarians
acdeeimt,2,medicate|decimate
adeelps,2,elapsed|pleased
aaint,2,anita|tania
eeprsu,3,peruse|purees|rupees
acdeimno,2,demoniac|comedian
aeimortz,2,atomizer|amortize
aeoprssv,2,overpass|passover
aceilnost,2,coastline|sectional
accehimns,2,mechanics|mischance
apsw,3,swap|wasp|paws
deghilt,2,lighted|delight
eorsu,2,rouse|euros
emossu,2,mouses|mousse
beorsw,2,browse|bowers
dehissw,2,swished|swedish
eeenorsv,2,overseen|veronese
istw,2,wist|wits
aerrsstt,2,starters|restarts
aeort,2,erato|orate
aeehorrsv,2,overshare|overhears
deegry,2,greyed|greedy
aaegmnrs,2,semarang|managers
abeelnt,2,beltane|tenable
eeiqrsu,2,esquire|queries
almor,2,molar|moral
eikps,2,pikes|spike
cdeeirstt,2,directest|trisected
aciltty,2,tacitly|cattily
aeerrsw,2,wearers|swearer
deopt,2,opted|depot
aclms,2,calms|clams
adeiss,2,asides|daises
eilnos,2,insole|lesion
aabdlorr,2,labrador|larboard
eeiprrs,2,respire|reprise
achiint,2,chaitin|chianti
aems,3,seam|same|mesa
adeeinrstt,2,reinstated|straitened
eilsw,2,wiles|lewis
adeeisstt,2,steadiest|stateside
answ,2,swan|sawn
deeeirs,2,desiree|seedier
denorw,2,wonder|downer
eehmnoorsw,2,horsewomen|homeowners
aegilnp,2,leaping|pealing
ccehios,2,cochise|choices
ademnru,3,unarmed|manured|maunder
abeilmr,2,maribel|balmier
aelnssu,2,unseals|sensual
acceino,2,cocaine|oceanic
ellostu,2,sellout|outsell
aeggilnr,2,regaling|ganglier
elosstu,2,tousles|lotuses
eeprssu,2,peruses|perseus
aefinn,2,fannie|fenian
aahnsu,2,nashua|shauna
bho,2,hbo|hob
aehlw,2,wheal|whale
celsttu,2,cutlets|scuttle
efgiinnr,2,refining|infringe
aceprss,2,scrapes|parsecs
aelnrv,2,lavern|vernal
aegginor,2,georgina|georgian
aegimnrsu,2,geraniums|measuring
eeilos,2,eloise|eliseo
ceehps,2,cheeps|speech
ehirssw,2,swisher|wishers
aaegstwy,2,getaways|gateways
eilnpu,2,lineup|lupine
eilwy,2,wylie|wiley
efhls,2,flesh|shelf
jstu,2,juts|just
aosstt,2,toasts|stoats
aenoprs,2,pearson|persona
adeeilrs,2,realised|sidereal
eist,2,ties|site
emo,2,emo|moe
alsst,3,salts|lasts|slats
aelu,2,laue|eula
acddeent,2,decadent|decanted
aeilmnr,2,manlier|mineral
elnny,2,lynne|lenny
belrstu,3,butlers|bluster|subtler
gilnru,2,ruling|luring
fhirst,2,firths|shrift
ceepr,2,creep|crepe
ain,3,ina|ani|ian
adeflr,2,alfred|flared
brtu,2,burt|brut
adelps,3,lapsed|pedals|pleads
acdens,2,ascend|dances
ersst,2,tress|rests
eeiinoprstt,2,petitioners|repetitions
aelorvy,2,overlay|layover
deerssst,2,desserts|stressed
aeehrrs,2,shearer|hearers
aegiln,2,linage|genial
bbdemo,2,mobbed|bombed
eginstt,2,testing|setting
eirss,2,rises|sires
adefltu,2,default|faulted
deinrstt,2,strident|tridents
hills,2,hills|shill
ehopprs,2,hoppers|shopper
aderst,3,trades|treads|stared
achrs,2,crash|chars
eelpr,2,repel|leper
aehknr,2,hanker|harken
noops,2,spoon|snoop
aceh,2,each|ache
belsu,2,blues|lubes
egoru,2,rogue|rouge
aehsy,2,yeahs|hayes
denr,2,rend|nerd
abl,2,alb|lab
otw,3,tow|wot|two
aeehnrt,3,hearten|earthen|teheran
bins,2,nibs|bins
abegilrrsu,2,burglaries|burglarise
efghirst,2,fighters|freights
bbgimno,2,mobbing|bombing
aeilv,2,alive|elvia
aehlss,2,lashes|hassle
abddins,2,sindbad|disband
behirrst,2,rebirths|birthers
eimrssu,2,surmise|mussier
inot,2,into|toni
cgiiklns,2,lickings|slicking
aeirstw,2,wariest|waiters
adhny,2,haydn|handy
adegiilmns,2,misleading|misdealing
deeegnr,2,reneged|greened
eeimnotz,2,timezone|monetize
aaegmn,2,meagan|manage
adeginprt,2,predating|departing
aemrsu,2,maseru|mauser
deinns,2,sinned|dennis
adekr,2,raked|drake
efil,4,leif|file|life|lief
adeirstt,2,striated|tardiest
eeimprs,2,premise|empires
einrsu,2,inures|insure
definrs,2,finders|friends
bdennrsuu,2,sunburned|unburdens
aderrw,5,redraw|warder|drawer|reward|warred
aeilnp,2,alpine|nepali
deeimmrs,2,immersed|simmered
aehmnr,2,arnhem|herman
deeelrv,2,reveled|levered
eimntu,2,minute|minuet
adeeimrst,2,diameters|dreamiest
elnos,2,olsen|noels
add,2,dad|add
deorru,2,dourer|ordure
abbeir,2,barbie|babier
eilor,2,lorie|loire
abegln,2,bangle|bengal
achty,2,yacht|cathy
aclos,2,coals|colas
adimno,2,damion|domain
acgilnps,2,clasping|scalping
celorsv,2,velcros|clovers
ehnos,2,shone|hones
ddeemrru,2,murdered|demurred
ginopr,2,poring|roping
illps,2,spill|pills
film,2,milf|film
aaadmrss,2,madrassa|madrasas
adir,2,raid|arid
aabhitt,2,tabitha|habitat
gilnoos,2,loosing|soloing
ghsu,2,gush|hugs
aadmrs,2,dramas|madras
acciorst,2,socratic|acrostic
iknst,2,stink|knits
ipss,2,sips|piss
cceeirsv,2,crevices|cervices
deeeinrrst,2,reinserted|tenderiser
aery,2,aery|year
airsstt,2,artists|straits
denopr,2,ponder|pernod
acehs,2,chase|aches
ceeginptx,2,excepting|expecting
deiinost,2,sedition|editions
ceiist,2,cities|iciest
eoprsst,2,prestos|posters
deeirrw,2,weirder|rewired
notw,2,town|wont
acillopty,2,topically|optically
eeffjry,2,jeffrey|jeffery
deelnrs,2,slender|lenders
ittw,2,twit|witt
giiknnp,2,kingpin|pinking
afirs,2,farsi|fairs
aginostt,2,tsingtao|toasting
adis,3,said|dais|aids
belmmru,2,brummel|mumbler
deiort,2,rioted|editor
aajr,2,raja|ajar
eemny,2,yemen|enemy
cdeeeoprrss,2,reprocessed|predecessor
einpst,2,instep|spinet
abek,2,bake|beak
eeeioprrrst,2,repertories|repertoires
aeiilorsst,2,solitaries|solitaires
aehnns,2,hennas|hansen
hnsu,2,huns|shun
aceinosst,2,cessation|canoeists
acilnu,2,lucian|alcuin
aaginnostt,2,antagonist|stagnation
cdeilmop,2,complied|compiled
abeeln,2,baleen|enable
eefr,2,reef|free
apy,2,pay|yap
eersw,2,ewers|sewer
adelsv,2,salved|slaved
abdeos,2,abodes|adobes
aegv,2,gave|vega
best,2,bets|best
deippr,2,ripped|dipper
aens,2,sane|sean
cgilnosw,2,cowlings|scowling
beffru,2,buffer|rebuff
ipst,3,pits|tips|spit
aginrt,2,rating|taring
aimrs,2,maris|amirs
aeers,2,erase|saree
egginr,2,nigger|ginger
denps,2,spend|pends
aegl,2,gale|gael
abgilmnr,2,rambling|marbling
iprst,2,strip|trips
emnnooost,2,monotones|moonstone
dfnosu,2,fondus|founds
adeimrrs,2,admirers|marrieds
aabdlorrs,2,larboards|labradors
gilmnpu,2,lumping|pluming
eeegnr,2,renege|greene
giinnru,2,ruining|inuring
celnooss,2,consoles|coolness
aeinprt,3,pertain|painter|repaint
ceinoprssu,2,percussion|supersonic
eegiknp,2,keeping|peeking
agnw,2,wang|gnaw
cdegiinrt,2,directing|crediting
adry,2,dray|yard
ehikt,2,keith|kieth
defhiins,2,fiendish|finished
ailrt,2,trail|trial
ckors,2,rocks|corks
eelrsstt,2,settlers|trestles
ceeimnoos,2,economies|economise
adinors,2,inroads|ordains
denow,2,endow|owned
enstt,3,tents|netts|stent
aaeehhimprtt,2,amphitheater|amphitheatre
belsstu,2,sublets|bustles
aagl,2,gala|alga
eiilmss,2,missile|similes
ckstu,2,stuck|tucks
admnoy,2,monday|dynamo
dgiilns,2,sidling|sliding
agntu,2,gatun|gaunt
aeehrtt,2,theater|theatre
opsu,2,opus|soup
adginrw,2,warding|drawing
aknst,2,tanks|stank
ceeeimnrtt,2,centimetre|centimeter
aelstx,2,laxest|exalts
adeinrr,2,randier|drainer
adehy,2,hayed|heady
enstu,2,tunes|unset
aknt,2,kant|tank
aelmprt,2,templar|trample
acderv,2,carved|craved
dstu,2,dust|stud
ilpss,2,slips|lisps
aeimnor,2,moraine|romaine
ghinors,2,horsing|shoring
adenot,2,atoned|donate
deinru,2,inured|ruined
defin,2,fiend|fined
ceinors,2,cronies|ericson
aeipprs,2,apprise|sappier
bgo,2,gob|bog
ehilprt,2,philter|philtre
enorsst,2,tensors|stoners
amnoor,2,romano|maroon
eimpru,2,impure|umpire
aefgiln,2,leafing|finagle
aeilnpss,2,painless|spaniels
efinst,3,feints|infest|finest
aaadmnr,2,narmada|ramadan
aehhrsst,2,thrashes|harshest
hot,2,hot|tho
deflnoruw,2,wonderful|underflow
acghimnr,2,marching|charming
eehinr,2,inhere|herein
cceginnort,2,concreting|concerting
imprsu,2,purims|purism
ceirrssu,2,cruisers|scurries
aabcdeorrsst,2,broadcasters|rebroadcasts
esst,2,sets|tess
eesw,2,wees|ewes
deinsu,2,indues|undies
aabcdkrw,2,drawback|backward
acesu,2,sauce|cause
aillortt,2,littoral|tortilla
adeiirs,2,diaries|dairies
ainpt,2,inapt|paint
elst,2,lets|lest
eegimnt,2,teeming|meeting
dehi,2,hied|hide
belorst,2,bolster|lobster
abdeeerv,2,bereaved|beavered
ceilnorsu,2,cornelius|inclosure
ailmnopy,2,palimony|olympian
gnow,2,wong|gown
ceeinrsu,2,insecure|sinecure
deeerv,2,reeved|veered
ainr,3,iran|rain|nair
ceelst,2,elects|select
abderv,2,adverb|braved
aelnpt,2,planet|platen
acenst,3,enacts|ascent|stance
abilno,2,albion|albino
agost,2,goats|togas
bellow,2,bowell|bellow
eeinrstv,2,nerviest|reinvest
emoor,2,romeo|moore
aceiltt,2,lattice|tactile
aekottu,2,takeout|outtake
amot,2,moat|atom
cdeeflnort,2,centrefold|centerfold
aimmoss,2,maoisms|mimosas
adeerst,3,dearest|tasered|sedater
accehimst,2,schematic|catechism
aeginnst,2,antigens|gentians
adqsu,2,quads|squad
aeghnorsv,2,hangovers|overhangs
eprrssuu,2,usurpers|pursuers
ainrstt,2,tristan|transit
acdeelpr,2,parceled|replaced
deeg,2,geed|edge
aillorstt,2,tortillas|littorals
adeflo,2,loafed|foaled
eeimnost,2,semitone|monetise
ceirrsu,2,curries|cruiser
ehinrs,2,shrine|shiner
bdsu,2,dubs|buds
aceorsst,3,coasters|coarsest|socrates
adinrw,2,inward|darwin
clostu,2,clouts|locust
denoruw,2,wounder|rewound
bruy,2,ruby|bury
eorstv,2,strove|voters
agnor,3,argon|organ|groan
abelmr,3,marble|ramble|blamer
denoz,2,dozen|zoned
celu,2,clue|luce
agillnott,2,totalling|allotting
ceorsu,3,crusoe|course|source
benor,2,boner|borne
egglrsu,2,gurgles|slugger
boost,2,boost|boots
adeerrs,2,rereads|readers
agmno,2,mango|among
cdsu,2,scud|cuds
arsst,2,tsars|stars
aostt,2,stoat|toast
aegnr,2,range|anger
bdeorstu,3,obtrudes|doubters|redoubts
amn,2,man|nam
giinrs,2,rising|siring
adeelnrtu,2,unaltered|unrelated
elorsuv,3,louvres|velours|louvers
adeilort,2,tailored|idolater
denorstu,2,roundest|tonsured
ddeeir,2,deidre|deride
acckoss,2,cassock|cossack
adef,2,deaf|fade
acem,3,came|acme|mace
enrrtuu,2,nurture|untruer
ehost,2,ethos|those
aeirrv,2,rivera|arrive
abdeirss,2,sidebars|seabirds
aabcdkrsw,2,drawbacks|backwards
ist,2,its|sit
inprst,2,sprint|prints
ceefiimnoprst,2,imperfections|perfectionism
ehiks,2,hikes|sheik
aaeiilnortz,2,rationalize|realization
aelntt,2,talent|latent
agiilnrt,2,trialing|trailing
aehnrt,2,anther|tehran
beeorsv,3,verbose|obverse|observe
oort,2,root|oort
aeehirrt,2,heartier|earthier
ceopss,2,scopes|copses
dggginru,2,grudging|drugging
cginops,2,scoping|copings
gginor,2,goring|gringo
deis,3,ides|dies|side
ehorst,2,others|throes
aeksw,3,wesak|askew|wakes
deeimnorsz,2,modernizes|sermonized
achoo,2,achoo|ochoa
dddeil,2,lidded|diddle
aabdeginr,2,bargained|gabardine
adeinrtt,2,nitrated|andretti
agnry,2,angry|rangy
ghilnstu,2,sunlight|hustling
adeors,2,soared|adores
ehilrst,2,hitlers|slither
abnr,2,barn|bran
efilst,4,itself|fliest|stifle|filets
ips,2,pis|sip
aceipsst,2,spaciest|escapist
enrstu,2,tuners|unrest
adeiils,2,dailies|liaised
adilrsz,2,lizards|szilard
allost,2,allots|atolls
bcistu,2,cubist|cubits
eiimnoprsss,2,impressions|permissions
ahkrs,2,harks|shark
einssw,2,swines|sinews
ehirssv,2,shivers|shrives
gins,3,gins|sing|sign
aaimnsst,2,satanism|mantissa
ceersu,2,rescue|secure
ginor,2,groin|ringo
ghnosstu,2,gunshots|shotguns
cefors,2,fresco|forces
acelost,2,locates|lactose
acnoors,2,racoons|coronas
efgors,2,forges|gofers
eivw,2,wive|view
hiiknps,2,pinkish|kinship
eginrst,2,resting|stinger
ehnort,3,theron|throne|hornet
filst,2,lifts|flits
ceeeilstv,2,electives|selective
giilnst,2,silting|listing
act,2,act|cat
eeimprsss,2,impresses|premisses
essu,3,sues|suse|uses
nosu,2,onus|nous
aeginrrstt,2,registrant|restarting
aemrrtu,2,erratum|maturer
chou,2,chou|ouch
mnor,2,norm|morn
celorv,2,velcro|clover
cersw,2,crews|screw
ggiilnnt,2,tingling|glinting
eilov,2,olive|voile
adelpp,2,dapple|lapped
eelr,2,reel|leer
aeghrt,2,gareth|gather
elpy,2,yelp|pyle
inor,2,orin|iron
degiinnst,2,indigents|destining
aeflnoopsstu,2,teaspoonsful|teaspoonfuls
aint,3,nita|tina|anti
celoost,2,coolest|ocelots
cddeesu,2,deduces|seduced
adisv,2,divas|davis
eghins,2,hinges|neighs
aegprs,2,grapes|pagers
deewy,2,dewey|weedy
acgiklns,2,calkings|slacking
deilr,2,idler|riled
aceinnsst,2,incessant|instances
ceeiilnrstt,2,centilitres|centiliters
emop,2,poem|mope
abelrst,2,blaster|stabler
acekllrstu,2,lackluster|lacklustre
ceeiorst,2,esoteric|coteries
alnu,2,luna|ulna
acehrstt,2,chatters|ratchets
aginsty,2,staying|stygian
aanrtt,2,rattan|tartan
deiklns,2,kindles|slinked
aelns,2,leans|lanes
deefiis,2,edifies|deifies
ellosstu,2,outsells|sellouts
eilrssv,2,slivers|silvers
aeinprs,2,persian|paniers
bdeirs,2,debris|brides
acnny,2,nancy|canny
addens,2,sanded|sadden
deiinnostt,2,distention|tendonitis
aehlv,2,havel|halve
illt,2,lilt|till
inopt,3,pinto|point|piton
aehlt,2,letha|lathe
aceeiipprtt,2,peripatetic|precipitate
cddeeirt,2,directed|credited
aceginnrt,2,cantering|recanting
iknos,2,ikons|oinks
eprsttu,2,sputter|putters
ailorsty,2,royalist|solitary
delrstu,2,strudel|rustled
aeiilnst,2,taliesin|litanies
adeginrrw,2,rewarding|redrawing
ailnsv,2,anvils|silvan
rsttu,2,trust|strut
ciiknpst,2,nitpicks|stickpin
diov,2,ovid|void
innosu,2,unison|unions
ehlorst,2,holster|hostler
ceefhist,2,fetiches|chiefest
aeflor,2,loafer|florae
degimnrru,2,murdering|demurring
cemprstu,2,crumpets|spectrum
adeiprr,2,rapider|parried
aerw,2,ware|wear
adellnr,2,darnell|randell
achin,3,chain|china|icahn
adeerrst,3,arrested|retreads|serrated
eikrst,2,trikes|strike
abghinorr,2,abhorring|harboring
agiilnt,2,intagli|tailing
aeehrstt,2,theaters|theatres
bssu,2,buss|subs
nosy,2,sony|nosy
aeimnrt,2,raiment|minaret
aeeiimprstv,2,imperatives|semiprivate
acefiorst,2,factorise|factories
eginss,2,gneiss|singes
adehoort,2,theodora|dorothea
adesz,2,dazes|adzes
aeelstz,2,teazels|teazles
aahmrs,2,ashram|marsha
beghinrt,2,berthing|brighten
ahlsw,2,shawl|walsh
dhlopsu,2,upholds|holdups
aceisstu,2,suitcase|sauciest
aesttu,2,statue|astute
adeesv,2,deaves|evades
dilos,2,solid|idols
enostw,2,townes|weston
delmors,2,smolder|molders
imt,2,mit|tim
abilopr,2,bipolar|parboil
dils,2,slid|lids
adepst,2,adepts|pasted
emno,2,omen|nome
ador,2,road|dora
aelrstv,2,travels|varlets
arty,2,tray|arty
dehrss,2,sherds|shreds
ademt,2,tamed|mated
acel,2,alec|lace
eeersv,2,reeves|severe
efginrs,2,fingers|fringes
eegins,2,seeing|genies
aacelmr,2,caramel|carmela
eostv,2,stove|votes
egiinprsst,2,persisting|springiest
ainoort,2,oration|ontario
ccdeenort,2,concerted|concreted
ddeloor,2,doodler|drooled
eegilnr,2,reeling|leering
orsu,2,ours|sour
aceelnrss,2,cleansers|clearness
aehmrst,2,amherst|hamster
adeehlrt,2,lathered|haltered
gnrstu,2,grunts|strung
aaeehhimprstt,2,amphitheatres|amphitheaters
ahrst,2,trash|harts
ehlpps,2,phelps|shlepp
ceginnorsv,2,conserving|conversing
deoprt,2,deport|ported
eeghinrs,2,sheering|greenish
acdekl,2,calked|lacked
hips,2,ship|hips
eeinrtty,2,entirety|eternity
deeipstu,2,deputise|deputies
efilrst,2,trifles|filters
ginortu,2,touring|routing
deloy,2,yodel|doyle
cllsu,2,scull|culls
aceehrrs,2,searcher|research
ceirs,2,rices|cries
